K,hops,mode,trace_size,verify_time_us,budget_used
5,2,sell,1,6.124995707068592,1
5,2,sell,1,5.875001079402864,1
5,2,sell,1,6.250003934837878,1
5,2,sell,1,5.9580052038654685,1
5,2,sell,1,5.791000148747116,1
5,2,sell,1,7.457994797732681,1
5,2,sell,1,6.667003617621958,1
5,2,sell,1,6.20899663772434,1
5,2,sell,1,6.415997631847858,1
5,2,sell,1,5.833993782289326,1
5,2,sell,1,6.124995707068592,1
5,2,sell,1,6.000002031214535,1
5,2,sell,1,6.333000783342868,1
5,2,sell,1,6.20899663772434,1
5,2,sell,1,7.415997970383614,1
5,2,sell,1,6.166999810375273,1
5,2,sell,1,5.9580052038654685,1
5,2,sell,1,5.4580013966187835,1
5,2,sell,1,7.041999197099358,1
5,2,sell,1,5.832996976096183,1
5,2,sell,1,5.833004252053797,1
5,2,sell,1,5.458998202811927,1
5,2,sell,1,5.49999822396785,1
5,2,sell,1,5.583999154623598,1
5,2,sell,1,6.1250029830262065,1
5,2,sell,1,5.500005499925464,1
5,2,sell,1,5.6249991757795215,1
5,2,sell,1,5.374997272156179,1
5,2,sell,1,5.583002348430455,1
5,2,sell,1,5.375004548113793,1
5,2,sell,1,6.333997589536011,1
5,2,sell,1,7.041999197099358,1
5,2,sell,1,6.708003638777882,1
5,2,sell,1,6.000002031214535,1
5,2,sell,1,6.207999831531197,1
5,2,sell,1,6.667003617621958,1
5,2,sell,1,7.000002369750291,1
5,2,sell,1,6.249996658880264,1
5,2,sell,1,6.000002031214535,1
5,2,sell,1,6.124995707068592,1
5,2,sell,1,9.415998647455126,1
5,2,sell,1,7.374997949227691,1
5,2,sell,1,6.290996680036187,1
5,2,sell,1,7.208000170066953,1
5,2,sell,1,6.124995707068592,1
5,2,sell,1,6.624999514315277,1
5,2,sell,1,6.041002052370459,1
5,2,sell,1,5.541995051316917,1
5,2,sell,1,5.791000148747116,1
5,2,sell,1,5.583002348430455,1
5,2,sell,1,6.16600300418213,1
5,2,sell,1,6.000002031214535,1
5,2,sell,1,6.708003638777882,1
5,2,sell,1,6.333997589536011,1
5,2,sell,1,6.000002031214535,1
